frame_id,class,x,y,w,h,R
000277.jpg,person,1342,1198,291,488,-49
000277.jpg,person,986,1619,201,383,4
000278.jpg,person,1190,704,304,476,20
000278.jpg,person,1340,1207,292,489,-47
000278.jpg,person,985,1617,204,384,4
000279.jpg,person,1189,709,304,474,20
000279.jpg,person,1339,1215,293,490,-45
000279.jpg,person,984,1614,206,384,3
000280.jpg,person,1188,714,304,471,20
000280.jpg,person,1338,1224,295,491,-43
000280.jpg,person,983,1612,209,385,2
000281.jpg,person,1187,719,304,469,21
000281.jpg,person,1337,1232,296,493,-41
000281.jpg,person,982,1609,212,386,2
000282.jpg,person,1190,734,333,448,21
000282.jpg,person,1331,1238,280,493,-41
000282.jpg,person,980,1602,212,386,2
000283.jpg,person,1186,738,334,444,21
000283.jpg,person,1330,1246,278,494,-40
000283.jpg,person,977,1595,211,389,3
000284.jpg,person,1182,743,335,441,21
000284.jpg,person,1329,1253,277,495,-39
000284.jpg,person,975,1588,211,392,4
000285.jpg,person,1178,747,336,437,21
000285.jpg,person,1328,1261,276,495,-38
000285.jpg,person,973,1581,211,395,5
000286.jpg,person,1174,751,336,433,21
000286.jpg,person,1327,1268,275,496,-36
000286.jpg,person,971,1574,210,398,6
000287.jpg,person,1170,755,337,429,21
000287.jpg,person,1326,1276,273,497,-35
000287.jpg,person,969,1567,210,401,7
000288.jpg,person,1166,759,338,425,21
000288.jpg,person,1325,1284,272,497,-34
000288.jpg,person,967,1560,210,404,8
000289.jpg,person,1162,763,339,421,21
000289.jpg,person,1324,1291,271,498,-33
000289.jpg,person,965,1553,209,407,9
000290.jpg,person,1157,767,340,418,21
000290.jpg,person,1323,1299,270,499,-32
000290.jpg,person,963,1546,209,410,10
000291.jpg,person,1153,771,341,414,21
000291.jpg,person,1322,1306,268,500,-31
000291.jpg,person,961,1539,209,413,11
000292.jpg,person,1149,775,341,410,21
000292.jpg,person,1321,1314,267,500,-30
000292.jpg,person,959,1532,208,416,12
000293.jpg,person,1145,779,342,406,21
000293.jpg,person,1320,1322,266,501,-29
000293.jpg,person,957,1525,208,419,13
000294.jpg,person,1141,783,343,402,21
000294.jpg,person,1319,1329,265,502,-28
000294.jpg,person,955,1518,208,422,14
000295.jpg,person,1131,783,343,402,21
000295.jpg,person,1306,1321,272,521,-28
000295.jpg,person,951,1518,208,422,14
000296.jpg,person,1127,786,345,399,21
000296.jpg,person,1304,1329,270,522,-28
000296.jpg,person,947,1508,212,427,14
000297.jpg,person,1123,789,347,396,21
000297.jpg,person,1302,1336,267,522,-28
000297.jpg,person,944,1497,216,431,14
000298.jpg,person,1119,793,349,393,21
000298.jpg,person,1300,1344,265,523,-28
000298.jpg,person,940,1486,220,436,14
000299.jpg,person,1115,796,351,390,21
000299.jpg,person,1298,1351,262,524,-28
000299.jpg,person,937,1476,224,441,14
000300.jpg,person,1112,799,353,387,21
000300.jpg,person,1296,1358,260,524,-28
000300.jpg,person,933,1465,228,445,14
000301.jpg,person,1108,802,355,384,21
000301.jpg,person,1294,1366,257,525,-28
000301.jpg,person,930,1454,232,450,14
000302.jpg,person,1104,805,357,381,21
000302.jpg,person,1292,1373,255,525,-28
000302.jpg,person,926,1444,236,454,14
000303.jpg,person,1100,808,359,378,21
000303.jpg,person,1290,1381,252,526,-28
000303.jpg,person,923,1433,240,459,14
000304.jpg,person,1096,811,361,375,21
000304.jpg,person,1288,1388,249,526,-28
000304.jpg,person,920,1423,244,464,14
000305.jpg,person,1092,815,363,372,21
000305.jpg,person,1286,1396,247,527,-28
000305.jpg,person,916,1412,248,468,14
000306.jpg,person,1092,815,363,372,21
000306.jpg,person,1290,1404,246,509,-28
000306.jpg,person,907,1412,248,468,12
000307.jpg,person,1095,826,362,369,19
000307.jpg,person,1283,1411,244,504,-28
000307.jpg,person,901,1405,250,461,12
000308.jpg,person,1098,837,362,367,17
000308.jpg,person,1277,1419,242,499,-28
000308.jpg,person,894,1397,251,453,12
000309.jpg,person,1100,848,362,364,15
000309.jpg,person,1270,1426,239,495,-28
000309.jpg,person,887,1390,253,446,12
000310.jpg,person,1103,859,361,362,-76
000310.jpg,person,1263,1434,237,490,-28
000310.jpg,person,881,1383,254,438,12
000311.jpg,person,1106,870,358,362,-78
000311.jpg,person,1256,1441,235,486,-28
000311.jpg,person,874,1376,256,431,12
000312.jpg,person,1108,881,356,362,-80
000312.jpg,person,1250,1449,232,481,-28
000312.jpg,person,868,1368,258,423,12
000313.jpg,person,1111,893,353,362,-81
000313.jpg,person,1243,1456,230,477,-28
000313.jpg,person,861,1361,259,416,12
000314.jpg,person,1114,904,350,362,-83
000314.jpg,person,1236,1464,228,472,-28
000314.jpg,person,855,1354,261,408,12
000315.jpg,person,1116,915,348,362,-85
000315.jpg,person,1229,1471,225,468,-28
000315.jpg,person,848,1347,262,401,12
000316.jpg,person,1119,926,345,362,-87
000316.jpg,person,1222,1478,223,463,-28
000316.jpg,person,841,1339,264,393,12
000317.jpg,person,1119,943,345,362,-87
000317.jpg,person,1222,1478,223,463,-28
000317.jpg,person,832,1335,264,393,12
000318.jpg,person,1123,958,349,366,-87
000318.jpg,person,1218,1486,222,463,-26
000318.jpg,person,824,1321,264,393,16
000319.jpg,person,1127,973,354,369,-87
000319.jpg,person,1213,1493,220,463,-25
000319.jpg,person,816,1306,264,393,21
000320.jpg,person,1131,988,359,373,-87
000320.jpg,person,1208,1501,219,462,-23
000320.jpg,person,808,1292,264,393,26
000321.jpg,person,1135,1003,363,377,-87
000321.jpg,person,1204,1508,218,462,-21
000321.jpg,person,800,1277,264,393,31
000322.jpg,person,1140,1018,368,381,-87
000322.jpg,person,1199,1516,216,461,-19
000322.jpg,person,792,1262,264,393,36
000323.jpg,person,1144,1033,372,384,-87
000323.jpg,person,1194,1523,215,461,-18
000323.jpg,person,784,1248,264,393,41
000324.jpg,person,1148,1048,377,388,-87
000324.jpg,person,1190,1531,214,461,-16
000324.jpg,person,776,1233,264,393,46
000325.jpg,person,1152,1063,382,392,-87
000325.jpg,person,1185,1538,212,460,-14
000325.jpg,person,768,1219,264,393,50
000326.jpg,person,1156,1078,386,395,-87
000326.jpg,person,1180,1546,211,460,-13
000326.jpg,person,760,1204,264,393,55
000327.jpg,person,1160,1093,391,399,-87
000327.jpg,person,1176,1553,210,459,-11
000327.jpg,person,751,1189,264,393,60
000328.jpg,person,1150,1124,353,383,-87
000328.jpg,person,1161,1557,210,459,-11
000328.jpg,person,745,1176,264,393,67
000329.jpg,person,1149,1134,363,383,-87
000329.jpg,person,1157,1564,209,452,-11
000329.jpg,person,739,1162,264,393,69
000330.jpg,person,1149,1144,373,383,-87
000330.jpg,person,1154,1570,209,445,-11
000330.jpg,person,732,1148,264,393,71
000331.jpg,person,1148,1154,383,383,-87
000331.jpg,person,1150,1577,209,437,-11
000331.jpg,person,726,1134,264,393,74
000332.jpg,person,1147,1165,383,394,3
000332.jpg,person,1147,1583,209,430,-11
000332.jpg,person,719,1119,264,393,76
000333.jpg,person,1147,1175,383,404,3
000333.jpg,person,1143,1590,209,423,-11
000333.jpg,person,712,1105,264,393,78
000334.jpg,person,1146,1185,383,414,3
000334.jpg,person,1140,1596,208,415,-11
000334.jpg,person,706,1091,264,393,80
000335.jpg,person,1145,1195,383,424,3
000335.jpg,person,1136,1603,208,408,-11
000335.jpg,person,699,1076,264,393,82
000336.jpg,person,1145,1205,383,434,3
000336.jpg,person,1133,1609,208,401,-11
000336.jpg,person,692,1062,264,393,85
000337.jpg,person,1144,1216,383,445,3
000337.jpg,person,1129,1616,208,393,-11
000337.jpg,person,686,1048,264,393,87
000338.jpg,person,1143,1226,383,455,3
000338.jpg,person,1126,1622,208,386,-11
000338.jpg,person,679,1034,264,393,89
000339.jpg,person,1143,1236,383,465,3
000339.jpg,person,1122,1629,207,379,-11
000339.jpg,person,672,1019,264,393,-89
000340.jpg,person,1147,1241,389,479,3
000340.jpg,person,1120,1634,201,369,-11
000340.jpg,person,674,1008,256,411,-89
000341.jpg,person,1144,1252,383,478,2
000341.jpg,person,1116,1636,199,369,-11
000341.jpg,person,669,998,255,412,-87
000342.jpg,person,1140,1263,378,478,1
000342.jpg,person,1112,1639,197,369,-11
000342.jpg,person,664,987,254,414,-86
000343.jpg,person,1136,1274,373,477,0
000343.jpg,person,1109,1641,195,370,-11
000343.jpg,person,659,977,254,416,-84
000344.jpg,person,1132,1286,367,477,-1
000344.jpg,person,1105,1643,193,370,-11
000344.jpg,person,654,966,253,417,-82
000345.jpg,person,1129,1297,362,476,-3
000345.jpg,person,1101,1646,190,371,-11
000345.jpg,person,648,955,253,419,-81
000346.jpg,person,1125,1308,356,476,-4
000346.jpg,person,1097,1648,188,371,-11
000346.jpg,person,643,945,252,421,-79
000347.jpg,person,1121,1319,351,475,-5
000347.jpg,person,1093,1651,186,371,-11
000347.jpg,person,638,934,252,422,-77
000348.jpg,person,1118,1330,346,475,-6
000348.jpg,person,1090,1653,184,372,-11
000348.jpg,person,633,923,251,424,-76
000349.jpg,person,1114,1342,340,474,-7
000349.jpg,person,1086,1655,182,372,-11
000349.jpg,person,628,913,251,426,-74
000350.jpg,person,1110,1353,335,474,-8
000350.jpg,person,1082,1658,180,372,-11
000350.jpg,person,623,902,250,428,-73
000351.jpg,person,1106,1364,330,473,-10
000351.jpg,person,1078,1660,178,373,-11
000351.jpg,person,618,892,250,429,-71
000352.jpg,person,1103,1375,324,473,-11
000352.jpg,person,1074,1662,176,373,-11
000352.jpg,person,613,881,249,431,-69
000353.jpg,person,1103,1375,324,473,-11
000353.jpg,person,1074,1662,176,373,-11
000353.jpg,person,603,873,249,431,-69
000354.jpg,person,1104,1381,321,480,-11
000354.jpg,person,1071,1666,176,370,-10
000354.jpg,person,601,865,246,435,-69
000355.jpg,person,1106,1386,318,487,-11
000355.jpg,person,1067,1670,176,366,-9
000355.jpg,person,600,857,243,438,-69
000356.jpg,person,1108,1392,315,494,-11
000356.jpg,person,1063,1674,176,363,-8
000356.jpg,person,598,849,239,442,-69
000357.jpg,person,1110,1397,312,501,-11
000357.jpg,person,1059,1678,175,360,-7
000357.jpg,person,597,841,236,445,-69
000358.jpg,person,1112,1403,309,508,-11
000358.jpg,person,1055,1682,175,356,-6
000358.jpg,person,595,833,233,449,-69
000359.jpg,person,1113,1408,306,514,-11
000359.jpg,person,1051,1686,175,353,-5
000359.jpg,person,594,825,229,452,-69
000360.jpg,person,1115,1413,303,521,-11
000360.jpg,person,1048,1690,175,349,-4
000360.jpg,person,592,817,226,456,-69
000361.jpg,person,1117,1419,300,528,-11
000361.jpg,person,1044,1694,175,346,-4
000361.jpg,person,591,809,223,459,-69
000362.jpg,person,1119,1424,297,535,-11
000362.jpg,person,1040,1698,174,342,-3
000362.jpg,person,590,801,220,463,-69
000363.jpg,person,1120,1430,294,542,-11
000363.jpg,person,1036,1702,174,339,-2
000363.jpg,person,588,793,216,467,-69
000364.jpg,person,1122,1435,277,545,-11
000364.jpg,person,1036,1702,174,339,-2
000364.jpg,person,581,790,216,450,-69
000365.jpg,person,1123,1442,275,541,-11
000365.jpg,person,1035,1704,173,339,-2
000365.jpg,person,580,783,216,449,-68
000366.jpg,person,1123,1449,274,538,-11
000366.jpg,person,1033,1705,171,340,-2
000366.jpg,person,579,776,215,448,-68
000367.jpg,person,1123,1455,273,534,-11
000367.jpg,person,1032,1706,170,340,-2
000367.jpg,person,578,770,215,447,-67
000368.jpg,person,1123,1462,271,530,-11
000368.jpg,person,1030,1707,168,340,-2
000368.jpg,person,577,763,214,446,-66
000369.jpg,person,1123,1469,270,526,-11
000369.jpg,person,1029,1708,167,340,-2
000369.jpg,person,576,756,214,445,-65
000370.jpg,person,1124,1476,268,522,-11
000370.jpg,person,1028,1710,165,341,-2
000370.jpg,person,576,750,214,444,-64
000371.jpg,person,1124,1483,267,518,-11
000371.jpg,person,1026,1711,164,341,-2
000371.jpg,person,575,743,213,443,-63
000372.jpg,person,1124,1490,265,514,-11
000372.jpg,person,1025,1712,162,341,-2
000372.jpg,person,574,736,213,442,-62
000373.jpg,person,1124,1497,264,510,-11
000373.jpg,person,1023,1713,161,341,-2
000373.jpg,person,573,729,212,441,-62
000374.jpg,person,1125,1504,263,507,-11
000374.jpg,person,1022,1715,159,342,-2
000374.jpg,person,572,723,212,440,-61
000375.jpg,person,1125,1511,261,503,-11
000375.jpg,person,1021,1716,158,342,-2
000375.jpg,person,571,716,211,439,-60
000376.jpg,person,1125,1517,260,499,-11
000376.jpg,person,1019,1717,156,342,-2
000376.jpg,person,571,709,211,438,-59
000377.jpg,person,1125,1524,258,495,-11
000377.jpg,person,1018,1718,155,342,-2
000377.jpg,person,570,702,211,437,-58
000378.jpg,person,1125,1531,257,491,-11
000378.jpg,person,1017,1719,153,343,-2
000378.jpg,person,569,696,210,436,-57
000379.jpg,person,1125,1531,257,491,-11
000379.jpg,person,1014,1711,158,360,-2
000379.jpg,person,573,674,200,424,-53
000380.jpg,person,1127,1535,254,487,-11
000380.jpg,person,1014,1713,158,357,-2
000380.jpg,person,574,667,199,420,-53
000381.jpg,person,1128,1539,252,482,-11
000381.jpg,person,1015,1716,158,353,-2
000381.jpg,person,575,661,198,417,-53
000382.jpg,person,1130,1543,250,478,-11
000382.jpg,person,1015,1718,157,350,-2
000382.jpg,person,576,654,197,413,-53
000383.jpg,person,1131,1547,247,474,-11
000383.jpg,person,1015,1720,157,347,-2
000383.jpg,person,576,647,197,409,-53
000384.jpg,person,1132,1551,245,470,-11
000384.jpg,person,1016,1723,157,344,-2
000384.jpg,person,577,641,196,406,-53
000385.jpg,person,1134,1554,242,465,-11
000385.jpg,person,1016,1725,157,340,-2
000385.jpg,person,578,634,195,402,-53
000386.jpg,person,1135,1558,240,461,-11
000386.jpg,person,1017,1728,156,337,-2
000386.jpg,person,579,627,194,398,-53
000387.jpg,person,1137,1562,237,457,-11
000387.jpg,person,1017,1730,156,334,-2
000387.jpg,person,579,621,193,395,-53
000388.jpg,person,1138,1566,235,452,-11
000388.jpg,person,1017,1732,156,331,-2
000388.jpg,person,580,614,192,391,-53
000389.jpg,person,1139,1570,232,448,-11
000389.jpg,person,1018,1735,156,327,-2
000389.jpg,person,581,607,191,387,-53
000390.jpg,person,1141,1574,230,444,-11
000390.jpg,person,1018,1737,156,324,-2
000390.jpg,person,581,601,190,384,-53
000391.jpg,person,1142,1578,227,440,-11
000391.jpg,person,1018,1739,155,321,-2
000391.jpg,person,582,594,190,380,-53
000392.jpg,person,1144,1581,225,435,-11
000392.jpg,person,1019,1742,155,318,-2
000392.jpg,person,583,587,189,377,-53
000393.jpg,person,1145,1585,222,431,-11
000393.jpg,person,1019,1744,155,315,-2
000393.jpg,person,584,581,188,373,-53
000394.jpg,person,1147,1589,220,427,-11
000394.jpg,person,1020,1747,155,311,-2
000394.jpg,person,584,574,187,369,-53
000395.jpg,person,1148,1593,217,422,-11
000395.jpg,person,1020,1749,154,308,-2
000395.jpg,person,585,567,186,366,-53
000396.jpg,person,1149,1597,215,418,-11
000396.jpg,person,1020,1751,154,305,-2
000396.jpg,person,586,561,185,362,-53
000397.jpg,person,1150,1601,215,426,-11
000397.jpg,person,1020,1751,154,305,-2
000397.jpg,person,592,551,185,362,-49
000398.jpg,person,1154,1604,215,423,-12
000398.jpg,person,1021,1753,153,303,-2
000398.jpg,person,591,548,185,361,-49
000399.jpg,person,1158,1607,216,419,-14
000399.jpg,person,1022,1755,151,302,-2
000399.jpg,person,591,546,185,359,-48
000400.jpg,person,1161,1610,216,416,-15
000400.jpg,person,1023,1757,150,301,-2
000400.jpg,person,590,543,184,358,-47
000401.jpg,person,1165,1613,216,412,-17
000401.jpg,person,1024,1758,148,300,-2
000401.jpg,person,590,541,184,357,-46
000402.jpg,person,1169,1616,216,409,-18
000402.jpg,person,1025,1760,147,298,-2
000402.jpg,person,590,539,184,356,-46
000403.jpg,person,1173,1619,216,405,-19
000403.jpg,person,1026,1762,145,297,-2
000403.jpg,person,589,536,183,354,-45
000404.jpg,person,1176,1622,216,402,-21
000404.jpg,person,1027,1764,144,296,-2
000404.jpg,person,589,534,183,353,-44
000405.jpg,person,1180,1625,216,398,-22
000405.jpg,person,1028,1765,142,294,-2
000405.jpg,person,588,531,183,352,-43
000406.jpg,person,1184,1628,216,395,-24
000406.jpg,person,1028,1767,141,293,-2
000406.jpg,person,588,529,182,350,-43
000407.jpg,person,1187,1631,217,391,-25
000407.jpg,person,1029,1769,139,292,-2
000407.jpg,person,587,526,182,349,-42
000408.jpg,person,1191,1634,217,388,-26
000408.jpg,person,1030,1771,138,291,-2
000408.jpg,person,587,524,182,348,-41
000409.jpg,person,1195,1638,217,384,-28
000409.jpg,person,1031,1773,136,289,-2
000409.jpg,person,586,522,181,347,-41
000410.jpg,person,1199,1641,217,381,-29
000410.jpg,person,1032,1774,135,288,-2
000410.jpg,person,586,519,181,345,-40
000411.jpg,person,1202,1644,217,377,-31
000411.jpg,person,1033,1776,133,287,-2
000411.jpg,person,586,517,181,344,-39
000412.jpg,person,1206,1647,217,374,-32
000412.jpg,person,1034,1778,132,285,-2
000412.jpg,person,585,514,180,343,-38
000413.jpg,person,1216,1647,217,374,-32
000413.jpg,person,1036,1791,132,285,-2
000413.jpg,person,590,509,195,340,-38
000414.jpg,person,1220,1645,217,374,-32
000414.jpg,person,1038,1791,132,283,-2
000414.jpg,person,588,511,196,341,-39
000415.jpg,person,1224,1644,217,374,-32
000415.jpg,person,1039,1791,133,281,-2
000415.jpg,person,586,514,197,342,-40
000416.jpg,person,1228,1642,217,374,-32
000416.jpg,person,1041,1791,133,279,-2
000416.jpg,person,584,516,198,342,-41
000417.jpg,person,1232,1641,217,374,-32
000417.jpg,person,1043,1791,134,277,-2
000417.jpg,person,582,519,200,343,-41
000418.jpg,person,1236,1639,217,374,-32
000418.jpg,person,1045,1791,134,274,-2
000418.jpg,person,580,521,201,343,-42
000419.jpg,person,1241,1638,217,374,-32
000419.jpg,person,1046,1791,135,272,-2
000419.jpg,person,578,523,202,344,-43
000420.jpg,person,1245,1636,217,374,-32
000420.jpg,person,1048,1791,135,270,-2
000420.jpg,person,576,526,203,345,-44
000421.jpg,person,1249,1635,217,374,-32
000421.jpg,person,1050,1791,136,268,-2
000421.jpg,person,574,528,204,345,-44
000422.jpg,person,1253,1633,217,374,-32
000422.jpg,person,1052,1791,136,266,-2
000422.jpg,person,573,531,206,346,-45
000423.jpg,person,1257,1632,217,374,-32
000423.jpg,person,1053,1791,137,263,-2
000423.jpg,person,571,533,207,346,-46
000424.jpg,person,1262,1635,222,384,-32
000424.jpg,person,1053,1791,137,263,-2
000424.jpg,person,564,540,200,335,-46
000425.jpg,person,1266,1633,216,384,-32
000425.jpg,person,1056,1792,133,264,-2
000425.jpg,person,563,542,199,336,-47
000426.jpg,person,1271,1632,210,385,-32
000426.jpg,person,1058,1793,129,264,-2
000426.jpg,person,562,545,198,338,-49
000427.jpg,person,1276,1630,204,385,-32
000427.jpg,person,1060,1794,125,265,-3
000427.jpg,person,561,547,197,339,-50
000428.jpg,person,1280,1629,198,386,-32
000428.jpg,person,1062,1795,121,265,-3
000428.jpg,person,560,549,195,340,-51
000429.jpg,person,1285,1627,192,387,-32
000429.jpg,person,1065,1796,117,265,-3
000429.jpg,person,559,552,194,341,-53
000430.jpg,person,1290,1626,186,387,-32
000430.jpg,person,1067,1797,113,266,-4
000430.jpg,person,558,554,193,343,-54
000431.jpg,person,1295,1624,180,388,-32
000431.jpg,person,1069,1798,109,266,-4
000431.jpg,person,558,556,192,344,-55
000432.jpg,person,1299,1623,174,388,-32
000432.jpg,person,1072,1799,105,267,-4
000432.jpg,person,557,559,190,345,-57
000433.jpg,person,1304,1621,168,389,-32
000433.jpg,person,1074,1800,102,267,-5
000433.jpg,person,556,561,189,346,-58
000434.jpg,person,1309,1620,162,389,-32
000434.jpg,person,1076,1801,98,267,-5
000434.jpg,person,555,563,188,347,-60
000435.jpg,person,1309,1620,162,389,-32
000435.jpg,person,1076,1801,98,267,-5
000435.jpg,person,555,563,188,347,-60
000436.jpg,person,1313,1617,163,390,-32
000436.jpg,person,1076,1801,97,267,-5
000436.jpg,person,556,566,188,351,-60
000437.jpg,person,1318,1614,164,390,-32
000437.jpg,person,1076,1801,97,267,-5
000437.jpg,person,558,569,188,354,-60
000438.jpg,person,1322,1611,166,391,-31
000438.jpg,person,1077,1801,96,267,-5
000438.jpg,person,559,572,188,358,-60
000439.jpg,person,1326,1608,167,391,-31
000439.jpg,person,1077,1801,96,267,-5
000439.jpg,person,561,575,188,362,-60
000440.jpg,person,1331,1605,169,392,-31
000440.jpg,person,1077,1801,95,267,-5
000440.jpg,person,562,577,188,365,-60
000441.jpg,person,1335,1602,170,392,-30
000441.jpg,person,1077,1801,94,267,-5
000441.jpg,person,563,580,188,369,-60
000442.jpg,person,1340,1599,172,393,-30
000442.jpg,person,1078,1801,94,267,-5
000442.jpg,person,565,583,189,372,-60
000443.jpg,person,1344,1596,173,393,-30
000443.jpg,person,1078,1801,93,267,-5
000443.jpg,person,566,586,189,376,-60
000444.jpg,person,1349,1593,175,393,-30
000444.jpg,person,1078,1801,93,267,-5
000444.jpg,person,568,589,189,379,-60
000445.jpg,person,1353,1590,176,394,-29
000445.jpg,person,1078,1801,92,267,-5
000445.jpg,person,569,592,189,383,-60
000446.jpg,person,1357,1587,178,394,-29
000446.jpg,person,1078,1801,92,266,-5
000446.jpg,person,570,595,189,386,-60
000447.jpg,person,1362,1585,179,395,-29
000447.jpg,person,1079,1801,91,266,-5
000447.jpg,person,572,597,189,390,-60
000448.jpg,person,1366,1582,181,395,-29
000448.jpg,person,1079,1801,91,266,-5
000448.jpg,person,573,600,189,393,-60
000449.jpg,person,1371,1579,182,396,-28
000449.jpg,person,1079,1801,90,266,-5
000449.jpg,person,575,603,190,397,-60
000450.jpg,person,1375,1576,183,396,-28
000450.jpg,person,1079,1801,90,266,-5
000450.jpg,person,576,606,190,400,-60
000451.jpg,person,1380,1572,196,366,-28
000451.jpg,person,1079,1801,90,266,-5
000451.jpg,person,582,611,187,368,-60
000452.jpg,person,1381,1567,196,370,-29
000452.jpg,person,1078,1802,91,265,-5
000452.jpg,person,583,619,189,370,-59
000453.jpg,person,1382,1562,197,374,-29
000453.jpg,person,1077,1802,92,263,-5
000453.jpg,person,583,627,192,373,-59
000454.jpg,person,1384,1557,198,378,-30
000454.jpg,person,1076,1802,93,262,-5
000454.jpg,person,584,635,194,375,-58
000455.jpg,person,1385,1551,198,382,-31
000455.jpg,person,1076,1803,94,260,-5
000455.jpg,person,585,643,197,377,-57
000456.jpg,person,1386,1546,199,386,-32
000456.jpg,person,1075,1803,95,259,-5
000456.jpg,person,586,651,199,380,-57
000457.jpg,person,1387,1541,200,390,-32
000457.jpg,person,1074,1804,96,257,-5
000457.jpg,person,587,659,201,382,-56
000458.jpg,person,1389,1536,200,394,-33
000458.jpg,person,1073,1804,97,256,-5
000458.jpg,person,587,667,204,385,-56
000459.jpg,person,1390,1531,201,398,-34
000459.jpg,person,1072,1805,98,254,-5
000459.jpg,person,588,675,206,387,-55
000460.jpg,person,1391,1526,201,402,-34
000460.jpg,person,1071,1805,99,253,-5
000460.jpg,person,589,683,209,390,-55
000461.jpg,person,1392,1521,202,406,-35
000461.jpg,person,1070,1805,100,251,-5
000461.jpg,person,590,691,211,392,-54
000462.jpg,person,1394,1515,203,410,-36
000462.jpg,person,1069,1806,101,250,-5
000462.jpg,person,591,699,214,395,-54
000463.jpg,person,1395,1510,203,414,-36
000463.jpg,person,1068,1806,102,248,-5
000463.jpg,person,591,707,216,397,-53
000464.jpg,person,1396,1505,204,418,-37
000464.jpg,person,1068,1807,103,247,-5
000464.jpg,person,592,715,219,400,-53
000465.jpg,person,1397,1500,205,422,-38
000465.jpg,person,1067,1807,104,245,-5
000465.jpg,person,593,723,221,402,-52
000466.jpg,person,1403,1490,205,422,-38
000466.jpg,person,1061,1807,111,245,-5
000466.jpg,person,585,734,216,411,-52
000467.jpg,person,1404,1484,206,426,-38
000467.jpg,person,1060,1806,112,246,-5
000467.jpg,person,589,741,217,415,-53
000468.jpg,person,1405,1479,207,431,-39
000468.jpg,person,1059,1805,112,247,-4
000468.jpg,person,593,747,218,420,-54
000469.jpg,person,1406,1473,209,435,-40
000469.jpg,person,1057,1804,113,249,-4
000469.jpg,person,597,754,219,424,-54
000470.jpg,person,1407,1467,210,439,-40
000470.jpg,person,1056,1803,113,250,-3
000470.jpg,person,602,761,220,428,-55
000471.jpg,person,1408,1462,212,443,-41
000471.jpg,person,1055,1802,114,251,-3
000471.jpg,person,606,767,221,433,-56
000472.jpg,person,1409,1456,213,447,-42
000472.jpg,person,1053,1801,115,252,-2
000472.jpg,person,610,774,221,437,-57
000473.jpg,person,1409,1450,214,451,-42
000473.jpg,person,1052,1799,115,253,-2
000473.jpg,person,614,781,222,441,-57
000474.jpg,person,1410,1445,216,456,-43
000474.jpg,person,1051,1798,116,254,-1
000474.jpg,person,618,788,223,446,-58
000475.jpg,person,1411,1439,217,460,-44
000475.jpg,person,1049,1797,117,255,-1
000475.jpg,person,622,794,224,450,-59
000476.jpg,person,1412,1433,219,464,-44
000476.jpg,person,1048,1796,117,257,-1
000476.jpg,person,627,801,225,454,-59
000477.jpg,person,1413,1428,220,468,-45
000477.jpg,person,1047,1795,118,258,0
000477.jpg,person,631,808,226,459,-60
000478.jpg,person,1414,1422,222,472,-46
000478.jpg,person,1045,1794,119,259,0
000478.jpg,person,635,814,227,463,-61
000479.jpg,person,1415,1417,223,476,-46
000479.jpg,person,1044,1793,119,260,1
000479.jpg,person,639,821,228,467,-62
000480.jpg,person,1416,1411,224,481,-47
000480.jpg,person,1043,1792,120,261,1
000480.jpg,person,643,828,229,472,-62
000481.jpg,person,1416,1405,226,485,-48
000481.jpg,person,1041,1790,120,262,2
000481.jpg,person,647,835,230,476,-63
000482.jpg,person,1422,1386,226,485,-48
000482.jpg,person,1041,1790,120,262,2
000482.jpg,person,642,835,248,475,-63
000483.jpg,person,1424,1383,227,483,-48
000483.jpg,person,1040,1790,121,263,2
000483.jpg,person,648,840,249,473,-64
000484.jpg,person,1425,1379,228,482,-48
000484.jpg,person,1039,1789,121,264,1
000484.jpg,person,654,845,251,472,-64
000485.jpg,person,1427,1376,230,480,-48
000485.jpg,person,1038,1788,122,265,1
000485.jpg,person,660,850,252,471,-65
000486.jpg,person,1428,1372,231,478,-48
000486.jpg,person,1037,1788,122,265,1
000486.jpg,person,665,855,253,470,-65
000487.jpg,person,1429,1369,232,477,-48
000487.jpg,person,1036,1787,123,266,1
000487.jpg,person,671,860,254,469,-66
000488.jpg,person,1431,1365,233,475,-48
000488.jpg,person,1035,1786,123,267,0
000488.jpg,person,677,865,255,467,-66
000489.jpg,person,1432,1362,235,474,-48
000489.jpg,person,1034,1785,124,268,0
000489.jpg,person,683,870,257,466,-67
000490.jpg,person,1434,1358,236,472,-48
000490.jpg,person,1033,1785,124,269,0
000490.jpg,person,689,875,258,465,-67
000491.jpg,person,1435,1355,237,471,-48
000491.jpg,person,1032,1784,124,269,0
000491.jpg,person,695,879,259,464,-68
000492.jpg,person,1436,1351,238,469,-48
000492.jpg,person,1031,1783,125,270,-1
000492.jpg,person,701,884,260,463,-68
000493.jpg,person,1438,1348,240,467,-48
000493.jpg,person,1030,1782,125,271,-1
000493.jpg,person,707,889,261,462,-69
000494.jpg,person,1439,1344,241,466,-48
000494.jpg,person,1029,1782,126,272,-1
000494.jpg,person,713,894,263,460,-69
000495.jpg,person,1441,1341,242,464,-48
000495.jpg,person,1028,1781,126,273,-1
000495.jpg,person,719,899,264,459,-70
000496.jpg,person,1442,1338,243,463,-48
000496.jpg,person,1027,1780,127,273,-1
000496.jpg,person,725,904,265,458,-71
000497.jpg,person,1443,1334,245,461,-48
